source,target
@rezapras22,@ganjarpranowo
@johanputra79,@SammiSoh
@skan419,@VIVAcoid
@ibnu0302,@Muhamma22139702
@ibnu0302,@BradHarizz
@ibnu0302,@ganjarpranowo
@kasman_abdya,@Anak__Ogi
@kasman_abdya,@ganjarpranowo
@JuliaSa52516738,@Catatan_ali7
@JuliaSa52516738,@ganjarpranowo
@ned_cromagnon,@EdiArif96983478
@ned_cromagnon,@alextham878
@ned_cromagnon,@ganjarpranowo
@marcal4646,@NenkMonica
@marcal4646,@ganjarpranowo
@BCiliwung98033,@HukumDan
@BCiliwung98033,@ganjarpranowo
@skan419,@VIVAcoid
@Bram_AbuBakar,@NGM_007
@Bram_AbuBakar,@ganjarpranowo
@sugiahmed,@vanc1Bozz
@sugiahmed,@ganjarpranowo
@sandyalfia96694,@jokowi
@sandyalfia96694,@ganjarpranowo
@bangjoy838909,@ganjarpranowo
@FaridMhndra22,@hujanrintik___
@FaridMhndra22,@ganjarpranowo
@HelmiZakiul,@Safa_Andriana
@EvinPurba262820,@vanc1Bozz
@EvinPurba262820,@ganjarpranowo
@ImminentDeaths,@Benlizp
@ImminentDeaths,@MinmonPS7
@ImminentDeaths,@ganjarpranowo
@PakJenggot___,@ganjarpranowo
@PakJenggot___,@mohmahfudmd
@PakJenggot___,@prabowo
@PakJenggot___,@yennywahid
@GasTrusss,@afuwwonk299
@GasTrusss,@kedaikopiberau
@Galeon0474,@cobeh2022
@Abie34079689,@vanc1Bozz
@Abie34079689,@ganjarpranowo
@world4u772249,@vanc1Bozz
@world4u772249,@ganjarpranowo
@FaridMhndra22,@sianakboba
@FaridMhndra22,@ganjarpranowo
@PDI_Perjuangan,@PDI_Perjuangan
@PDI_Perjuangan,@PDI_Perjuangan
@PDI_Perjuangan,@PDI_Perjuangan
@PDI_Perjuangan,@PDI_Perjuangan
@PDI_Perjuangan,@PDI_Perjuangan
@Haidary__,@yunaidi_indra
@Haidary__,@ganjarpranowo
@daryokoco,@vanc1Bozz
@daryokoco,@ganjarpranowo
@iya123456743,@vanc1Bozz
@iya123456743,@ganjarpranowo
@TarunaAdjie1,@OposisiCerdas
@RiyadiLeky,@ganjarpranowo
@NAsBtati,@ganjarpranowo
@NAsBtati,@Dennysiregar7
@NAsBtati,@NORSUN
@NAsBtati,@pdip
@NAsBtati,@YaqutCQoumas
@AksaraAnda,@Singgih_Sahid
@AksaraAnda,@ganjarpranowo
@Andyplenyun,@ganjarpranowo
@Rajiefamin,@knpiharis
@Rajiefamin,@ganjarpranowo
@ring1___,@Fahrihamzah
@gp_indonesiagp,@gp_indonesiagp
@gatotprayoga2,@HukumDan
@gatotprayoga2,@ganjarpranowo
@bangjoy838909,@ganjarpranowo
@gallen2637,@ch_chotimah2
@gallen2637,@prabowo
@Hans_prayoga70,@twhandayani78
@Hans_prayoga70,@HukumDan
@Hans_prayoga70,@ganjarpranowo
@Andimul33504126,@vanc1Bozz
@Andimul33504126,@ganjarpranowo
@rachmat_ezadewa,@siyasah_aswaja
@rachmat_ezadewa,@BosPurwa
@Suparjo62420340,@vanc1Bozz
@Suparjo62420340,@ganjarpranowo
@Tiaragusti_,@HusinShihab
@Tiaragusti_,@ganjarpranowo
@Megatop99,@PartBurungGalak
@Hendriksrtn,@ch_chotimah2
@Hendriksrtn,@psi_id
@Megatop99,@Dennysiregar7
@KiyaiNusantara,@inilahdotcom
@KiyaiNusantara,@ganjarpranowo
@gatotprayoga2,@tikno_ad1
@gatotprayoga2,@HukumDan
@gatotprayoga2,@ganjarpranowo
@muramasa212,@mata_indones1a
@WongCilacap99,@yusuf_dumdum
@azayjugabisa,@vanc1Bozz
@azayjugabisa,@ganjarpranowo
@Af1V4H,@ch_chotimah2
@Af1V4H,@ganjarpranowo
@DidingNurislam,@inilahdotcom
@DidingNurislam,@ganjarpranowo
@SR21881,@vanc1Bozz
@SR21881,@ganjarpranowo
@Torankuart,@vanc1Bozz
@Torankuart,@ganjarpranowo
@Jalurdaratt,@vanc1Bozz
@Jalurdaratt,@ganjarpranowo
@Ganjar_Andika08,@kumifigo
@Ganjar_Andika08,@ganjarpranowo
@gufron633635711,@vanc1Bozz
@gufron633635711,@ganjarpranowo
@4_gp2024,@4_gp2024
@4_gp2024,@4_gp2024
@SiroLaw3,@ganjarpranowo
@Sigmahalim,@TukangBatuWR
@Sigmahalim,@BradHarizz
@Sigmahalim,@ganjarpranowo
@opahlatumahina,@HukumDan
@opahlatumahina,@ganjarpranowo
@iwantarigan,@geloraco
@Joker_Wedoks,@BradHarizz
@Joker_Wedoks,@ganjarpranowo
Duni@sandiwara,@vanc1Bozz
Duni@sandiwara,@ganjarpranowo
@DidingNurislam,@tvOneNews
@DimasWi76124620,@HukumDan
@DimasWi76124620,@ganjarpranowo
@Arya53149945,@ridamarydatary2
@Arya53149945,@ganjarpranowo
@Eka_Alfajri,@Galois_Gen
@Eka_Alfajri,@HukumDan
@Eka_Alfajri,@ganjarpranowo
@4_gp2024,@4_gp2024
@kadrunophobia,@ADWINADANG1125
@kadrunophobia,@HukumDan
@kadrunophobia,@ganjarpranowo
@bertumbuh51,@Anak__Ogi
@bertumbuh51,@ganjarpranowo
@altprayoga,@inilahdotcom
@altprayoga,@aniesmania
@altprayoga,@ganjarpranowo
@isman_armana,@Fahrihamzah
@DidingNurislam,@NohCeukenohhh
@tilaemilio,@vanc1Bozz
@tilaemilio,@ganjarpranowo
@juminten_udik,@99propaganda
@juminten_udik,@OfficialRCTI
@adams_akbars,@vanc1Bozz
@adams_akbars,@ganjarpranowo
@4_gp2024,@4_gp2024
@Mustaki41629998,@DarsAlexandra1
@Mustaki41629998,@ganjarpranowo
@MhajarAlwi1,@HusinShihab
@MhajarAlwi1,@ganjarpranowo
@99propaganda,@juminten_udik
@99propaganda,@OfficialRCTI
@vip_dwi354,@vanc1Bozz
@vip_dwi354,@ganjarpranowo
@DidiBumisakti68,@ganjarpranowo
@MusaRudy_Stpl,@Opposite6888
@SahLeoSin,@TeddGus
@SahLeoSin,@jokowi
@juminten_udik,@99propaganda
@juminten_udik,@OfficialRCTI
@MarahIchsan,@NGM_007
@MarahIchsan,@ganjarpranowo
@Azt1p88595158,@YaqutCQoumas
@Azt1p88595158,@YaqutCQoumas
@Azt1p88595158,@ganjarpranowo
@99propaganda,@papa_loren
@99propaganda,@OfficialRCTI
@99propaganda,@juminten_udik
@99propaganda,@OfficialRCTI
@bukan4non,@inilahdotcom
@bukan4non,@ganjarpranowo
alfatih@,@Anak__Ogi
alfatih@,@ganjarpranowo
@99propaganda,@Abang_Faey
@99propaganda,@OfficialRCTI
@99propaganda,@iych_vcyz
@99propaganda,@OfficialRCTI
@Bargowo88365221,@tvOneNews
@IbrahimBarraq,@ch_chotimah2
@IbrahimBarraq,@prabowo
@afuwwonk299,@tvOneNews
@Lilou726,@ganjarpranowo
@zhaLu87,@heryajalagi
@zhaLu87,@inilahdotcom
@zhaLu87,@ganjarpranowo
@ADWINADANG1125,@inilahdotcom
@ADWINADANG1125,@ganjarpranowo
@ADWINADANG1125,@HukumDan
@ADWINADANG1125,@ganjarpranowo
@99propaganda,@ohoxnya2
@99propaganda,@OfficialRCTI
@kibotwarior,@vanc1Bozz
@kibotwarior,@ganjarpranowo
@Mitologikal,@wawa_mp
@Mitologikal,@vanc1Bozz
@Mitologikal,@ganjarpranowo
@xeon2244,@geloraco
@ewi12lai,@BradHarizz
@ewi12lai,@ganjarpranowo
@EricRicaldo,@ch_chotimah2
@EricRicaldo,@ganjarpranowo
@farid_viruz69,@rmol_id
@farid_viruz69,@aniesbaswedan
@Frankieahm77,@HukumDan
@Frankieahm77,@ganjarpranowo
@Mitologikal,@changamar3
@Mitologikal,@vanc1Bozz
@Mitologikal,@ganjarpranowo
@sayonaraji1,@3_devout
@sayonaraji1,@CNNIndonesia
@Riez_1,@ch_chotimah2
@Riez_1,@ganjarpranowo
@gp_indonesiagp,@gp_indonesiagp
@GOYsMOM17,@ganjarpranowo
@GOYsMOM17,@gusmusgusmu
@HermawanSa33755,@HukumDan
@HermawanSa33755,@ganjarpranowo
@kapten0nemo,@vanc1Bozz
@kapten0nemo,@ganjarpranowo
@zebba_sabilla,@Catatan_ali7
@zebba_sabilla,@ganjarpranowo
@sportid33,@vanc1Bozz
@sportid33,@ganjarpranowo
@RadenJagat59524,@PDI_Perjuangan
@RadenJagat59524,@ganjarpranowo
@JayaDin67871734,@ganjarpranowo
@RadenJagat59524,@Fahrihamzah
@RadenJagat59524,@KPU_ID
@ArtamuSLand,@BradHarizz
@ArtamuSLand,@ganjarpranowo
@JowoAbangan,@Duren___
@JowoAbangan,@ganjarpranowo
@JowoAbangan,@adearmando61
@sukaborju,@ch_chotimah2
@sukaborju,@prabowo
@miasletto,@vanc1Bozz
@miasletto,@ganjarpranowo
@BobbySmile69,@vanc1Bozz
@BobbySmile69,@ganjarpranowo
@RakjatDjelataaa,@detikcom
@RidhoBudiman16,@BradHarizz
@RidhoBudiman16,@pahsbnxoje
@RidhoBudiman16,@ganjarpranowo
@Chanelshaka7,@papa_loren
@agusprwnto__,@vanc1Bozz
@agusprwnto__,@ganjarpranowo
@Ediraja,@Metro_TV
@Ediraja,@jokowi
@EricRicaldo,@ch_chotimah2
@EricRicaldo,@prabowo
@RakjatDjelataaa,@ganjarpranowo
@miasletto,@Catatan_ali7
@miasletto,@ganjarpranowo
@Ediraja,@Metro_TV
@Ediraja,@jokowi
@SangGuru2471,@Mi73Hel
@SangGuru2471,@sigitwid
@r_auf72,@vanc1Bozz
@r_auf72,@ganjarpranowo
@arkaatmaja7,@ganjarpranowo
@tum_buhan,@vanc1Bozz
@tum_buhan,@ganjarpranowo
@BudiChloe,@mata_indones1a
@RizalFauzan6,@HusinShihab
@RizalFauzan6,@journalizm_
@RizalFauzan6,@ganjarpranowo
@Riez_1,@ch_chotimah2
@Riez_1,@ganjarpranowo
@HermawanSa33755,@vanc1Bozz
@HermawanSa33755,@ganjarpranowo
@EdiTengik,@MukhitsP
@EdiTengik,@BradHarizz
@EdiTengik,@ganjarpranowo
@Gunawan75_,@MikaelMarut1
@Gunawan75_,@BANGSAygSUJUD
@Rizal010102,@vanc1Bozz
@Rizal010102,@ganjarpranowo
@PRABUOOOO9,@ganjarpranowo
@Sigmahalim,@TukangBatuWR
@Sigmahalim,@BradHarizz
@Sigmahalim,@ganjarpranowo
@Masbrow30401648,@DarsAlexandra1
@Masbrow30401648,@ganjarpranowo
@Chanelshaka7,@HukumDan
@Chanelshaka7,@ganjarpranowo
@batujuh_dki,@vanc1Bozz
@batujuh_dki,@ganjarpranowo
@agiananugraha,@persib
@S4N_W1B1,@ganjarpranowo
@Abhabill9,@PDI_Perjuangan
@muslimganjar,@ganjarpranowo
@Herri32407314,@ch_chotimah2
@Herri32407314,@ganjarpranowo
@muslimganjar,@ganjarpranowo
@Chanelshaka7,@Tan_Mar3M
@Chanelshaka7,@ganjarpranowo
@amir_hamzah1980,@CurutLangit
@amir_hamzah1980,@tvOneNews
@amir_hamzah1980,@ganjarpranowo
@al1eeff,@TH_Foundt
@al1eeff,@BFbu88
@al1eeff,@narkosun
@muslimganjar,@ganjarpranowo
@xeon2244,@PartaiSocmed
@muslimganjar,@ganjarpranowo
@Danu_d4nu,@Anak__Ogi
@Danu_d4nu,@ch_chotimah2
@NgkongRoses,@nanarossa_
@NgkongRoses,@awkarin
@NgkongRoses,@ganjarpranowo
@sukiman49,@Anak__Ogi
@sukiman49,@ganjarpranowo
@Anak__Ogi,@Danu_d4nu
@Anak__Ogi,@ch_chotimah2
@Kutang2tang,@Dew0W1snu
@Kutang2tang,@ganjarpranowo
@Maruahalsiahaa2,@AndiSinulingga
@Anak__Ogi,@sukiman49
@Anak__Ogi,@ganjarpranowo
@moan1974,@An4Julie
@moan1974,@ganjarpranowo
@ElonMiskin,@alextham878
@PakYahya4,@vanc1Bozz
@PakYahya4,@ganjarpranowo
@IchwanEwon,@inilahdotcom
@IchwanEwon,@ganjarpranowo
@Dvulkanixt,@vanc1Bozz
@Dvulkanixt,@ganjarpranowo
@AbdulMuntahar6,@ch_chotimah2
@AbdulMuntahar6,@psi_id
@SantriGanjar,@ganjarpranowo
@SantriGanjar,@santridukungganjar
@Ferdi630,@DarsAlexandra1
@Ferdi630,@ganjarpranowo
@BBiduribulan,@w40ne4j4
@BBiduribulan,@ekowboy2
@Ganjar_Andika08,@ganjarpranowo
@An4Julie,@moan1974
@An4Julie,@ganjarpranowo
@istiqlal178,@Catatan_ali7
@istiqlal178,@ganjarpranowo
@DamarKayu18586,@vanc1Bozz
@DamarKayu18586,@ganjarpranowo
@ronellyacm,@vanc1Bozz
@ronellyacm,@ganjarpranowo
@andy_fehunk,@ganjarpranowo
@BBiduribulan,@Riez_1
@BBiduribulan,@ekowboy2
@Syambari,@GJokowe
@Syambari,@andycupido
@mbahpawiromulut,@NenkMonica
@mbahpawiromulut,@ganjarpranowo
@juminten_udik,@99propaganda
@juminten_udik,@OfficialRCTI
@hanendra_s,@MinmonPS7
@hanendra_s,@ganjarpranowo
@Faris_vanrese11,@Nyingnying2023
@Faris_vanrese11,@vanc1Bozz
@Faris_vanrese11,@ganjarpranowo
@simplemamin,@tempodotco
@wastedyouthlife,@vanc1Bozz
@wastedyouthlife,@ganjarpranowo
@Faris_vanrese11,@vanc1Bozz
@Faris_vanrese11,@ganjarpranowo
@Fadlipenyair,@tvOneNews
@marchelgell_F,@__AnakKolong
@LambeyNyengir,@inilahdotcom
@LambeyNyengir,@ganjarpranowo
@Herri32407314,@AndiSinulingga
@Rendy_Tumundo28,@vanc1Bozz
@Rendy_Tumundo28,@ganjarpranowo
@RaniSaputri90,@Anak__Ogi
@RaniSaputri90,@ganjarpranowo
@moan1974,@ganjarpranowo
@TukangBatuWR,@Sigmahalim
@TukangBatuWR,@BradHarizz
@TukangBatuWR,@ganjarpranowo
@barkah902,@Nyingnying2023
@barkah902,@vanc1Bozz
@barkah902,@ganjarpranowo
@Syambari,@BBravo911
@Syambari,@ganjarpranowo
@atthurarmstrong,@tsunny444
@atthurarmstrong,@namasayamelki
@ReSinagal2,@HusinShihab
@ReSinagal2,@journalizm_
@ReSinagal2,@ganjarpranowo
@freshbananaboat,@vanc1Bozz
@freshbananaboat,@ganjarpranowo
@Syambari,@yaniarsim
@Syambari,@ganjarpranowo
@herizal_ijal,@inilahdotcom
@herizal_ijal,@ganjarpranowo
@iyehmilanistii,@zhaLu87
@iyehmilanistii,@inilahdotcom
@iyehmilanistii,@ganjarpranowo
@Syambari,@yaniarsim
@Syambari,@ganjarpranowo
@topakladeh,@BradHarizz
@topakladeh,@ganjarpranowo
@sarlatan_joanna,@zevarew
@sarlatan_joanna,@datuakrajoangek
@NgkongRoses,@L1L178
@NgkongRoses,@awkarin
@NgkongRoses,@ganjarpranowo
@oktoberbudi,@inilahdotcom
@oktoberbudi,@ganjarpranowo
@Hudan_Ibnu,@tempodotco
@UNapoleonP23,@ganjarpranowo
@RioSiagian20,@Gr4sssss
@RioSiagian20,@BradHarizz
@voicesovers,@vanc1Bozz
@voicesovers,@ganjarpranowo
@nigkarter47,@Catatan_ali7
@nigkarter47,@ganjarpranowo
@skan419,@lesmana_sofyan
@skan419,@PartaiSocmed
@abayprasatya,@vanc1Bozz
@abayprasatya,@ganjarpranowo
@AbdulMuntahar6,@inilahdotcom
@AbdulMuntahar6,@ganjarpranowo
@Sembrek2002,@inilahdotcom
@Sembrek2002,@ganjarpranowo
@Bambang06677637,@papa_loren
@Herri32407314,@ch_chotimah2
@Herri32407314,@prabowo
@skan419,@PartaiSocmed
@deradjamroe,@tvOneNews
@qnun_amin,@brochandra
@qnun_amin,@BosPurwa
@qnun_amin,@ganjarpranowo
@torowagu,@vanc1Bozz
@torowagu,@ganjarpranowo
@Sembrek2002,@inilahdotcom
@Sembrek2002,@ganjarpranowo
@Herri32407314,@ch_chotimah2
@Herri32407314,@prabowo
@L1L178,@NgkongRoses
@L1L178,@awkarin
@L1L178,@ganjarpranowo
@sukri_tanjung,@vanc1Bozz
@sukri_tanjung,@ganjarpranowo
@Wiratama1990,@tvOneNews
@kaprikurt,@ch_chotimah2
@kaprikurt,@ganjarpranowo
@M475R4,@BradHarizz
@M475R4,@ganjarpranowo
@Inang1976,@vanc1Bozz
@Inang1976,@ganjarpranowo
@keip66,@Dennysiregar7
@keip66,@ganjarpranowo
@keip66,@jokowi
@keip66,@seknasjokowi
@Per98943129Rudi,@PaPa_Bowo2024
@Per98943129Rudi,@Bank_Joee_
@SitiNurang48610,@vanc1Bozz
@SitiNurang48610,@ganjarpranowo
@coganaryos,@KPI_Pusat
@coganaryos,@dialeksis_news
@coganaryos,@dialeksisnews
@coganaryos,@humasaceh
@coganaryos,@ganjarpranowo
@coganaryos,@DivHumas_Polri
@coganaryos,@KIPusat
@Hoky68293174,@BradHarizz
@Hoky68293174,@ganjarpranowo
@ais_djatun,@LenteraDonk
@ais_djatun,@sobat_anies
@Pejuang248,@hadrie_hary
@Pejuang248,@loyalisgaruda
@ais_djatun,@bani_simabua
@ais_djatun,@sobat_anies
@fahmi1aja,@ariawiraID
@fahmi1aja,@Dhany019
@prematur1um,@langityang7
@prematur1um,@ganjarpranowo
@novayulhendri,@BradHarizz
@novayulhendri,@ganjarpranowo
@Hari31192675,@arachman2014
@Hari31192675,@Catatan_ali7
@Asmar38024793,@vanc1Bozz
@Asmar38024793,@ganjarpranowo
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@konakholle,@axma_
@konakholle,@ganjarpranowo
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@Jonbonjoni2,@Mazing93
@Jonbonjoni2,@MIlhamMukmin1
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@Thoyib83928012,@DarsAlexandra1
@Thoyib83928012,@ganjarpranowo
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@Bortansi_Gara,@vanc1Bozz
@Bortansi_Gara,@ganjarpranowo
@kingsman6666,@BradHarizz
@kingsman6666,@ganjarpranowo
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@PaPa_Bowo2024,@Per98943129Rudi
@PaPa_Bowo2024,@Bank_Joee_
@nigkarter47,@vanc1Bozz
@nigkarter47,@ganjarpranowo
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
rist@nto,@DoankWarto
@bpjmagelang,@dpubmckjateng
@bpjmagelang,@provjateng
@bpjmagelang,@humasjateng
@bpjmagelang,@dprdjatengprov
@bpjmagelang,@ganjarpranowo
@bpjmagelang,@TajYasinMZ
@adit_brama,@vanc1Bozz
@adit_brama,@ganjarpranowo
@abayprasatya,@DarsAlexandra1
@abayprasatya,@ganjarpranowo
@AnonyMouzceby,@BradHarizz
@AnonyMouzceby,@ganjarpranowo
@oktaviadino,@Catatan_ali7
@oktaviadino,@ganjarpranowo
@Hangudi_L,@RexyChristian1
@Hangudi_L,@Dennysiregar7
@ratnadewi1392,@ch_chotimah2
@ratnadewi1392,@psi_id
@svarga700131,@NohCeukenohhh
@konakholle,@yaniarsim
@konakholle,@ganjarpranowo
@anieskurly,@vanc1Bozz
@anieskurly,@ganjarpranowo
@dedenpanglink,@UyokBack
@dedenpanglink,@Minang_cyber
@LuthfiMursal,@HusinShihab
@LuthfiMursal,@GunRomli
@ohoxnya2,@99propaganda
@ohoxnya2,@OfficialRCTI
@Fikri_Prianton,@PartaiSocmed
@konakholle,@ganjarpranowo
@DarmawangsaDar2,@BradHarizz
@DarmawangsaDar2,@ganjarpranowo
@Akhmad67523072,@Amran_bin_Ali
@Akhmad67523072,@SitiRaf21214506
@milah9723,@vanc1Bozz
@milah9723,@ganjarpranowo
@nanda_xxi,@geloraco
@SugengH93326650,@vanc1Bozz
@SugengH93326650,@ganjarpranowo
@Bocahng47053697,@vanc1Bozz
@Bocahng47053697,@ganjarpranowo
@siputih82,@vanc1Bozz
@siputih82,@ganjarpranowo
@Danu_d4nu,@Anak__Ogi
@Danu_d4nu,@ch_chotimah2
@Per98943129Rudi,@Bank_Joee_
@Per98943129Rudi,@PaPa_Bowo2024
@handiprabowo88,@Catatan_ali7
@handiprabowo88,@ganjarpranowo
@totocandreva,@vanc1Bozz
@totocandreva,@ganjarpranowo
@tsutendar1,@vanc1Bozz
@tsutendar1,@ganjarpranowo
@galia_angmah,@NenkMonica
@galia_angmah,@ganjarpranowo
@NayTryn,@Nyingnying2023
@NayTryn,@vanc1Bozz
@NayTryn,@ganjarpranowo
@svarga700131,@MichelAdam7__
@Civilovers,@Catatan_ali7
@Civilovers,@ganjarpranowo
@CurutLangit,@tvOneNews
@ganjar_jatim,@ganjarpranowo
@MelodiAsyik,@aan_muba
@MelodiAsyik,@j6rt9gw2hd
@B34R24873822,@B34R24873822
@B34R24873822,@bani_simabua
@JJ_tilu,@ch_chotimah2
@JJ_tilu,@prabowo
@Otomoti77643369,@vanc1Bozz
@Otomoti77643369,@ganjarpranowo
@B34R24873822,@bani_simabua
@B34R24873822,@dapitnih
@B34R24873822,@ganjarpranowo
@krdhojati,@vanc1Bozz
@krdhojati,@ganjarpranowo
@OmpungGuru,@newIding30
@OmpungGuru,@EdiArif96983478
@OmpungGuru,@Akhmad67523072
@OmpungGuru,@LangonLegend
@OmpungGuru,@teddytantular1
@OmpungGuru,@JembunBudi
@OmpungGuru,@DianaSajaya
@OmpungGuru,@YolaDinantika
@OmpungGuru,@SniperDroen_
@OmpungGuru,@ganjar_gayeng
@OmpungGuru,@angelbingit
@OmpungGuru,@edwinfishnsalt
@OmpungGuru,@ChyanaSurdin
@OmpungGuru,@MusaRudy_Stpl
@OmpungGuru,@mulyadi2028
@OmpungGuru,@SulistyoriniSu1
@OmpungGuru,@diwai59
@Mo55571Yusuf123,@Miduk17
@EdiAdriansyah4,@KangManto123
@uul3,@indosupporter
@wonderlushhh,@usualavantgarde
@AsepIswara,@AlmaghribiS
@AsepIswara,@bengkeldodo
@amelcewaw36645,@Miduk17
@pribadi_subur,@DrEvaChaniago
@IwanD14060178,@BangPino__
@itszeein,@Yom_N_Friends
@ImamNganuu,@_Rizmaya__
@AbabilSemprong,@WagimanDeep212_
@amelcewaw36645,@okiwan2271
@amelcewaw36645,@hc_poirot
@Chokee72634552,@opa_opolah
@Chokee72634552,@Minnie_imut
@QalbuBahasa,@NilaWati375469
@QalbuBahasa,@JokerWoen_009
@juminten_udik,@pengarang_sajak
@RiniWahyun60823,@nono_pramono
@Aldiansyahbi,@yayansandra12
@dimasstya11,@FilosofiPadi_
@AlmaFahiira,@Duren___
@IndahSiant19,@Abercio_Wiwoho
@DikiFerdiian,@Dwisaso72906705
@DikiFerdiian,@lapakganjarchannel
@alanalfard,@ntar_yaa
@alanalfard,@lapakganjarchannel
@theressiaint67,@igo_alam
@milaamellia12,@sinerginegeri
@lestarIrani00,@Mujirahadi2
@lestarIrani00,@lapakganjarchannel
@AzizHerdia6,@FarahNathan24
@NurmaFitria8,@dcristnugroho
@AdeliaFebr51071,@AsepSuwarno77
@NabilHaika98296,@yana_udiyatna
@ElsaMutiiara,@BlackcoTanya
@kri_tik_us,@cobeh2022
@WinnerWave_,@anfangerxyz
@M1laWat1,@parikesit_88
@cindynstyna1,@balaputra_deva
@cindynstyna1,@lapakganjarchannel
@diktairawan,@Jhon_NKRI
@SisilLestarr,@riezky_anand4
@jesikazefrala,@Deckyalvares
@andika811247,@ar113n_rmen
@NadaPermt,@Msimsims2ND
@fahmialsannn5,@AdrianvanFlores
@NandaSetiawn,@erlanvernando
@MelindaSaf7,@Mourinn4
@MelindaSaf7,@lapakganjarchannel
@bellaafifah8,@2sejoli_
@bella_rimb1277,@najib_lipi
@Reval0Rahmat,@S4N_WB2
@RPerantaun,@f_uthabarat
@AdamHerdiian,@sangaw1
@AdamHerdiian,@lapakganjarchannel
@RojiyahSit73532,@presgan2024
@RojiyahSit73532,@jokowi
@RamaAgung0,@Mang_wa2
@RamaAgung0,@lapakganjarchannel
@BellaNurlizaa,@akbarryaz
@BellaNurlizaa,@lapakganjarchannel
@ANDALASHUSNI,@cobeh2022
@anggaduta113,@larkapul
@anggaduta113,@lapakganjarchannel
@JawartaJor1,@fadyanova
@melisaayuuua,@suhendr18799122
@SantyNovia61,@abi_sasaLL
@SantyNovia61,@lapakganjarchannel
@MelodiNadi18915,@janganngadu
@EchooZenith,@CarolinSiagian
@HasnaUmiyati_,@_Umamlik
@nissaamllia,@Sohnijee1
@LiliSap14795757,@nyipovk
@LiliSap14795757,@lapakganjarchannel
@FirdausAch9,@sqytherin
@EmanSul08,@Sheilena__
@fardiansyah34,@Myeshaa27
@GinaSafiira,@wongAyoe2021
@nabilahatysri1,@__Bungs
@ikanafiyyah,@TheLadyJoker
@ayncholif,@SahLeoSin
@lisyanaptr,@heryawan_g
@lisyanaptr,@lapakganjarchannel
@eddy_widodo_165,@Gus_Raharjo
@RAlmaydha9,@mohamad_ashuri
@nurhendiahmad,@Moch_herianto
@nurhendiahmad,@lapakganjarchannel
@LSneakerid,@presgan2024
@LSneakerid,@jokowi
@Ferdayanti71,@Gimichan1721
@adityafrmnsyh13,@Yudiantiyaman
@KVisi19425,@kopikirpikir
@aksaraustman,@Erick_Riksa
@mystiqueza67887,@harianganjar
@Lolitarahma41,@MarulituaPurba5
@bintangjoan1,@prabawananda
@HAbadiixx,@Jaya_Ind
@Sudarta83226250,@Dennysiregar7
